fnl,hpw,relation,gain,country,job,edu_int,years,loss,work_type,partner,edu,gender,race,prod,gtype,money
348771,36.0,H,0,United-States,Craft-repair,7,35,0,SelfNotInc,MCS,11,M,White,62,AC,<=50K
232914,38.0,W,0,United-States,Adm-clerical,13,25,0,Priv,MCS,B,F,Black,82,DC,<=50K
305379,50.0,H,0,United-States,Exec-managerial,13,37,0,Priv,MCS,B,M,White,47,AC,>50K
30682,45.0,H,0,United-States,Machine-op-inspct,9,40,0,Priv,MCS,HSG,M,White,-3,AC,>50K
40955,40.0,H,0,England,Prof-specialty,13,38,0,Priv,MCS,B,M,White,7,AC,>50K
127865,40.0,NotM,0,United-States,Adm-clerical,14,38,0,Priv,NM,M,F,White,47,DC,<=50K
191269,65.0,NotF,0,United-States,Adm-clerical,13,24,0,SGov,NM,B,F,White,57,DC,<=50K
142912,40.0,OwnC,0,United-States,Other-service,6,17,0,Priv,NM,10,M,White,87,AC,<=50K
277545,40.0,H,0,?,Adm-clerical,13,47,0,Priv,MCS,B,M,Asian-Pac-Islander,77,AC,>50K
149943,40.0,NotF,0,?,Other-service,10,29,1590,Priv,NM,SC,M,Other,142,AC,<=50K
260052,40.0,H,0,United-States,Prof-specialty,14,54,0,Priv,MCS,M,M,White,42,AC,>50K
380219,40.0,OwnC,0,United-States,?,10,21,0,?,NM,SC,F,Black,62,DC,<=50K
28359,10.0,NotM,0,United-States,?,149,45,0,?,S,HSG,F,White,47,DC,<=50K
155767,50.0,H,0,United-States,Exec-managerial,10,41,0,SelfNotInc,MCS,SC,M,White,37,AC,<=50K
298635,30.0,OwnC,0,Philippines,Sales,10,20,0,Priv,NM,SC,M,Asian-Pac-Islander,67,AC,<=50K
306639,20.0,OwnC,0,United-States,Handlers-cleaners,10,20,0,Priv,NM,SC,M,White,7,AC,<=50K
328216,45.0,H,0,United-States,Prof-specialty,15,46,0,SelfNotInc,MCS,PS,M,White,52,AC,>50K
177651,45.0,NotF,0,United-States,Exec-managerial,10,29,0,Priv,NM,SC,,White,62,AC,<=50K
192262,45.0,OwnC,0,United-States,Sales,13,26,0,Priv,NM,B,M,White,57,AC,<=50K
190762,40.0,H,0,Mexico,Machine-op-inspct,2,52,0,Priv,MCS,1-4,,White,62,AC,<=50K
200734,40.0,NotF,0,United-States,Other-service,9,43,0,Priv,S,HSG,F,Black,52,DC,<=50K
112403,35.0,NotF,0,United-States,Handlers-cleaners,10,29,0,Priv,NM,SC,M,White,67,AC,<=50K
48779,40.0,H,0,United-States,Transport-moving,10,38,0,Priv,MCS,SC,M,White,12,AC,>50K
126991,20.0,NotM,0,United-States,Other-service,9,58,0,Priv,D,HSG,,Black,77,DC,<=50K
52028,40.0,W,0,Vietnam,Other-service,2,44,0,Priv,MCS,1-4,F,Asian-Pac-Islander,37,DC,<=50K
362747,35.0,NotF,0,United-States,Other-service,10,33,0,Priv,NM,SC,F,Black,32,DC,<=50K
179633,40.0,Other,0,United-States,Tech-support,9,26,0,Priv,NM,HSG,M,White,57,AC,<=50K
111450,,Other,0,United-States,Adm-clerical,10,23,0,Priv,NM,SC,M,Black,77,AC,<=50K
181716,48.0,H,0,United-States,Craft-repair,8,38,0,Priv,MCS,12,M,White,42,AC,<=50K
48404,40.0,OwnC,0,United-States,Sales,9,35,0,Priv,NM,HSG,F,White,22,DC,<=50K
182342,55.0,NotF,0,United-States,Exec-managerial,10,42,0,Priv,W,SC,F,White,42,DC,<=50K
213149,40.0,H,0,United-States,?,10,66,1825,?,MCS,SC,M,White,62,AC,>50K
218184,40.0,Other,0,Mexico,Handlers-cleaners,3,38,0,LGov,MCS,5-6,M,White,37,AC,<=50K
198526,32.0,Other,0,United-States,Other-service,9,73,0,Priv,W,HSG,F,White,52,DC,<=50K
310101,40.0,NotF,0,United-States,Sales,10,40,0,Priv,S,SC,F,Amer-Indian-Eskimo,62,DC,<=50K
169885,40.0,NotF,0,United-States,Other-service,9,40,0,Priv,S,HSG,F,White,22,DC,<=50K
595000,40.0,W,0,United-States,Prof-specialty,14,34,0,SGov,MCS,M,F,Black,67,DC,>50K
93884,45.0,H,0,United-States,Prof-specialty,13,30,0,Priv,MCS,B,,White,42,AC,>50K
317019,30.0,NotF,0,United-States,Other-service,10,22,0,Priv,NM,SC,F,White,52,DC,<=50K
301199,40.0,OwnC,0,United-States,Machine-op-inspct,10,21,0,Priv,NM,SC,F,White,67,DC,<=50K
91037,40.0,W,0,United-States,Adm-clerical,9,36,0,Priv,MCS,HSG,F,White,92,DC,>50K
111836,50.0,H,0,United-States,Other-service,10,32,0,Priv,MCS,SC,M,Black,62,AC,<=50K
124191,40.0,H,0,United-States,Exec-managerial,14,76,0,Priv,MCS,M,M,White,72,AC,>50K
331511,30.0,OwnC,0,United-States,?,10,18,0,?,NM,SC,M,White,62,AC,<=50K
67317,40.0,H,0,United-States,Adm-clerical,9,36,0,FGov,MCS,HSG,M,White,67,AC,<=50K
43953,40.0,Other,0,United-States,Adm-clerical,9,30,1974,Priv,NM,HSG,F,White,77,DC,<=50K
131588,20.0,NotM,0,United-States,Tech-support,10,32,0,SGov,NM,SC,F,Black,22,DC,<=50K
243313,,OwnC,0,United-States,Sales,9,18,0,Priv,NM,HSG,F,White,32,DC,<=50K
168794,30.0,H,0,United-States,Other-service,4,68,0,Priv,MCS,7-8,M,White,37,AC,<=50K
413297,40.0,H,0,United-States,Tech-support,10,42,0,Priv,MCS,SC,M,White,82,AC,<=50K
114580,55.0,W,0,United-States,Exec-managerial,15,41,2415,SelfInc,MCS,PS,F,White,22,DC,>50K
127151,40.0,W,0,Canada,Prof-specialty,14,50,0,SelfNotInc,MCS,M,F,White,42,DC,>50K
34173,25.0,W,0,United-States,Other-service,9,37,0,LGov,MCS,HSG,F,White,62,DC,<=50K
172375,,NotF,0,United-States,Prof-specialty,13,32,0,Priv,NM,B,M,White,37,AC,<=50K
107787,40.0,H,0,Canada,Craft-repair,11,45,0,Priv,MCS,AV,M,White,97,AC,<=50K
113035,40.0,OwnC,0,United-States,Exec-managerial,10,25,0,Priv,NM,SC,M,White,47,AC,<=50K
295912,20.0,NotF,0,United-States,Craft-repair,10,25,0,SGov,NM,SC,M,White,92,AC,<=50K
192256,50.0,H,0,United-States,Craft-repair,13,33,0,SelfNotInc,MCS,B,M,White,52,AC,<=50K
191581,40.0,NotF,3273,United-States,Prof-specialty,14,68,0,Priv,NM,M,F,White,6583,DC,<=50K
494223,2.0,NotM,0,United-States,Sales,10,71,1816,SelfNotInc,S,SC,M,Black,42,AC,<=50K
210781,40.0,NotF,0,France,Priv-house-serv,13,24,0,Priv,NM,B,F,White,67,DC,<=50K
103642,55.0,H,0,United-States,Exec-managerial,9,32,0,SelfNotInc,MCS,HSG,,White,57,AC,<=50K
84564,39.0,NotF,0,United-States,Prof-specialty,15,55,0,LGov,D,PS,F,White,87,DC,<=50K
122166,40.0,OwnC,0,Iran,Adm-clerical,10,24,0,Priv,NM,SC,F,White,67,DC,<=50K
168827,40.0,H,0,United-States,Machine-op-inspct,9,27,0,Priv,MCS,HSG,M,White,112,AC,<=50K
146497,16.0,NotM,0,Germany,Adm-clerical,160,47,0,Priv,S,SC,F,White,67,DC,<=50K
316093,40.0,NotF,0,United-States,Prof-specialty,15,65,1668,SelfNotInc,D,PS,M,White,82,AC,<=50K
362835,50.0,H,0,United-States,Exec-managerial,13,47,0,SelfInc,MCS,B,M,White,47,AC,>50K
263015,40.0,H,0,United-States,Craft-repair,6,28,0,Priv,MCS,10,M,White,72,AC,<=50K
170649,60.0,H,0,United-States,Farming-fishing,10,42,0,SelfNotInc,MCS,SC,M,White,32,AC,<=50K
311020,60.0,H,0,United-States,Farming-fishing,6,53,0,SelfNotInc,MCS,10,M,White,47,AC,<=50K
247205,40.0,H,0,England,Protective-serv,13,33,0,Priv,MCS,B,M,Black,87,AC,<=50K
114648,40.0,Other,0,United-States,?,8,49,0,?,D,12,M,Black,67,AC,<=50K
223515,45.0,H,0,United-States,Craft-repair,9,24,0,Priv,MCS,HSG,M,White,47,AC,<=50K
350162,40.0,W,0,United-States,Exec-managerial,13,29,0,Priv,MCS,B,,White,52,AC,>50K
120572,40.0,OwnC,0,United-States,?,10,22,0,?,NM,SC,F,White,52,DC,<=50K
528616,40.0,Other,0,Mexico,Other-service,3,20,0,Priv,NM,5-6,M,White,47,AC,<=50K
307468,50.0,H,0,United-States,Transport-moving,159,41,0,Priv,MCS,HSG,M,White,-23,AC,<=50K
185385,65.0,H,0,United-States,Sales,9,46,0,Priv,MCS,HSG,M,White,37,AC,>50K
112212,40.0,H,0,United-States,Adm-clerical,9,34,1485,Priv,MCS,HSG,M,White,47,AC,<=50K
32426,,NotF,0,United-States,Sales,10,20,0,Priv,NM,SC,M,White,72,AC,<=50K
252939,40.0,NotM,5455,United-States,Prof-specialty,11,37,0,SGov,NM,AV,F,Black,10967,DC,<=50K
196643,15.0,NotF,0,United-States,Sales,9,58,0,Priv,D,HSG,F,White,92,DC,<=50K
63424,,W,0,United-States,Prof-specialty,14,51,0,Priv,MCS,M,F,White,72,DC,>50K
204172,48.0,OwnC,0,United-States,Handlers-cleaners,9,24,0,Priv,NM,HSG,F,White,97,DC,<=50K
219762,35.0,W,0,United-States,Sales,9,56,0,Priv,MCS,HSG,F,White,87,DC,<=50K
178353,50.0,H,0,United-States,Exec-managerial,9,59,0,SelfNotInc,MCS,HSG,M,White,72,AC,>50K
192017,40.0,OwnC,0,United-States,Adm-clerical,9,22,0,Priv,NM,HSG,M,White,37,AC,<=50K
31014,40.0,W,0,United-States,Prof-specialty,9,50,0,Priv,MCS,HSG,F,White,47,DC,>50K
177287,38.0,NotF,0,United-States,Sales,9,20,0,Priv,NM,HSG,F,White,47,DC,<=50K
89508,40.0,H,0,United-States,Craft-repair,9,39,0,LGov,MCS,HSG,M,White,47,AC,>50K
201454,40.0,NotF,0,United-States,Adm-clerical,10,29,0,Priv,NM,SC,F,White,97,DC,<=50K
132636,16.0,OwnC,0,United-States,Transport-moving,7,17,0,Priv,NM,11,,White,42,DC,<=50K
187652,78.0,NotF,0,United-States,Exec-managerial,9,26,0,SelfInc,D,HSG,M,White,42,AC,>50K
245565,12.0,OwnC,0,England,Prof-specialty,13,42,0,Priv,NM,B,F,White,47,DC,<=50K
145439,40.0,H,4064,Mexico,Other-service,3,40,0,Priv,MCS,5-6,M,Other,8175,AC,<=50K
386773,55.0,NotF,0,United-States,Sales,13,51,0,Priv,NM,B,M,White,7,AC,>50K
112320,50.0,NotF,0,United-States,Exec-managerial,13,46,0,SelfInc,D,B,F,White,17,DC,<=50K
64292,50.0,NotF,0,United-States,Sales,10,20,0,Priv,NM,SC,F,White,82,DC,<=50K
113511,40.0,OwnC,0,United-States,Transport-moving,7,20,0,Priv,NM,11,M,White,42,AC,<=50K
107658,,NotF,0,United-States,Tech-support,10,20,0,Priv,NM,SC,F,White,82,DC,<=50K
146454,4.0,H,0,Greece,Prof-specialty,14,65,1648,LGov,MCS,M,M,White,37,AC,<=50K
186370,40.0,H,0,United-States,Handlers-cleaners,9,25,0,Priv,MCS,HSG,,White,62,AC,<=50K
394612,40.0,OwnC,0,United-States,Tech-support,13,23,0,Priv,NM,B,M,Black,37,AC,<=50K
117872,40.0,H,0,United-States,Craft-repair,11,56,0,Priv,MCS,AV,M,Black,62,AC,>50K
174150,40.0,H,0,United-States,Exec-managerial,14,37,0,Priv,MCS,M,M,White,82,AC,>50K
131982,40.0,OwnC,0,United-States,?,10,19,0,?,NM,SC,M,White,62,AC,<=50K
75363,40.0,NotM,0,United-States,Exec-managerial,10,40,0,Priv,S,SC,F,White,112,DC,<=50K
252752,45.0,NotF,0,United-States,Transport-moving,10,25,0,Priv,NM,SC,F,White,107,DC,<=50K
111567,,H,0,United-States,Prof-specialty,15,32,0,FGov,MCS,PS,M,White,62,AC,>50K
189775,40.0,NotF,0,United-States,Adm-clerical,9,27,0,Priv,NM,HSG,F,Black,67,DC,<=50K
209213,15.0,Other,0,United-States,Prof-specialty,173,34,0,LGov,NM,B,M,Black,12,AC,<=50K
27886,40.0,H,0,United-States,Exec-managerial,10,60,0,SelfNotInc,MCS,SC,M,White,37,AC,>50K
187397,48.0,Other,0,Mexico,Other-service,9,28,0,Priv,NM,HSG,M,Other,32,AC,<=50K
109854,,OwnC,0,United-States,Adm-clerical,9,19,0,Priv,NM,HSG,F,White,52,DC,<=50K
164678,45.0,W,0,United-States,Prof-specialty,14,44,0,Priv,MCS,M,F,White,17,DC,<=50K
280088,40.0,NotM,0,United-States,Machine-op-inspct,4,61,0,Priv,D,7-8,F,White,57,DC,<=50K
184568,40.0,NotF,0,United-States,Machine-op-inspct,9,21,0,Priv,NM,HSG,M,White,62,AC,<=50K
183151,50.0,H,0,United-States,Craft-repair,9,28,0,Priv,MCS,HSG,M,White,92,AC,<=50K
326048,44.0,NotF,0,United-States,Other-service,12,48,0,Priv,D,AA,M,White,52,AC,<=50K
158528,40.0,H,0,United-States,Craft-repair,9,43,0,Priv,MCS,HSG,M,White,92,AC,>50K
103110,50.0,H,0,United-States,Prof-specialty,13,39,0,SelfNotInc,MCS,B,,White,42,AC,<=50K
185132,45.0,NotF,0,United-States,Prof-specialty,13,41,0,Priv,NM,B,,White,32,DC,<=50K
77071,35.0,OwnC,0,United-States,Prof-specialty,13,25,2339,Priv,NM,B,F,White,47,DC,<=50K
160703,48.0,H,0,United-States,Adm-clerical,9,52,0,Priv,MCS,HSG,M,White,12,AC,<=50K
151868,40.0,H,0,United-States,Craft-repair,5,30,0,Priv,MCS,9,M,White,77,AC,<=50K
109567,1.0,H,0,United-States,Prof-specialty,16,58,0,SGov,MCS,D,M,White,27,AC,>50K
139703,40.0,H,0,United-States,Craft-repair,10,50,0,Priv,MCS,SC,M,White,67,AC,>50K
169152,40.0,NotM,0,United-States,Tech-support,9,30,0,Priv,NM,HSG,F,White,7,DC,<=50K
110714,37.0,OwnC,0,United-States,Other-service,10,31,0,SGov,NM,SC,F,White,62,DC,<=50K
328581,55.0,H,0,United-States,Prof-specialty,14,42,0,LGov,MCS,M,M,White,72,AC,<=50K
190228,,NotF,0,United-States,Other-service,9,32,0,Priv,NM,HSG,M,White,32,AC,<=50K
93225,40.0,NotF,0,United-States,Craft-repair,9,36,0,Priv,D,HSG,M,White,37,AC,<=50K
208748,40.0,NotM,0,Dominican-Republic,Machine-op-inspct,3,48,0,Priv,D,5-6,F,Other,77,DC,<=50K
221366,,H,5013,Germany,Prof-specialty,13,29,0,Priv,MCS,B,M,White,10068,AC,<=50K
174233,24.0,OwnC,0,United-States,?,10,19,0,?,NM,SC,M,Black,52,AC,<=50K
217054,35.0,H,0,United-States,Prof-specialty,13,37,0,SelfInc,MCS,B,M,White,82,AC,>50K
83601,40.0,H,0,United-States,Exec-managerial,15,77,0,Priv,MCS,PS,M,White,47,AC,<=50K
384248,50.0,NotM,0,United-States,Exec-managerial,150,51,0,Priv,D,SC,F,Black,52,DC,<=50K
391744,40.0,NotM,0,United-States,Adm-clerical,9,40,0,FGov,NM,HSG,F,Black,37,DC,<=50K
197492,40.0,NotF,0,United-States,Machine-op-inspct,9,53,0,Priv,D,HSG,F,White,77,DC,<=50K
185885,15.0,NotM,0,United-States,Adm-clerical,10,26,0,FGov,NM,SC,F,White,72,DC,<=50K
193453,65.0,H,0,United-States,Prof-specialty,13,56,1902,Priv,MCS,B,M,White,57,AC,>50K
398988,40.0,NotF,0,United-States,Sales,13,34,0,Priv,NM,B,M,White,67,AC,<=50K
163189,40.0,OwnC,0,United-States,Sales,9,26,0,SelfNotInc,NM,HSG,M,White,67,AC,<=50K
147596,40.0,NotM,0,United-States,Adm-clerical,10,30,0,Priv,D,SC,,Black,47,DC,<=50K
98725,50.0,H,0,United-States,Prof-specialty,16,58,0,Priv,MCS,D,M,White,77,AC,>50K
88570,15.0,W,0,Germany,Transport-moving,11,60,0,SelfNotInc,MCS,AV,F,White,92,DC,>50K
120301,45.0,H,0,United-States,Exec-managerial,10,35,0,SelfNotInc,MCS,SC,M,White,92,AC,<=50K
130714,50.0,H,0,United-States,Exec-managerial,14,58,0,SelfNotInc,MCS,M,M,White,57,AC,<=50K
147845,31.0,H,0,United-States,Transport-moving,4,61,0,Priv,MCS,7-8,M,White,112,AC,<=50K
197012,40.0,NotF,8614,England,Tech-support,13,40,0,LGov,D,B,F,White,17300,DC,>50K
358124,52.0,Other,0,United-States,Other-service,9,29,0,Priv,NM,HSG,F,Black,32,DC,<=50K
147328,60.0,H,0,United-States,Exec-managerial,14,43,1977,LGov,MCS,M,M,White,52,AC,>50K
39643,58.0,NotF,0,United-States,Exec-managerial,9,53,0,FGov,W,HSG,F,White,52,DC,<=50K
26990,60.0,H,0,United-States,?,9,70,0,?,MCS,HSG,,White,57,AC,<=50K
260594,25.0,NotM,0,United-States,Sales,7,22,0,Priv,NM,11,F,White,62,DC,<=50K
345489,55.0,H,0,United-States,Exec-managerial,10,32,0,SelfInc,MCS,SC,M,White,27,AC,>50K
122175,45.0,H,0,United-States,Prof-specialty,13,25,0,Priv,MCS,B,M,White,67,AC,>50K
123116,40.0,H,0,United-States,Transport-moving,9,27,0,SelfNotInc,MCS,HSG,M,White,77,AC,<=50K
193090,38.0,NotF,0,United-States,Prof-specialty,13,23,0,Priv,NM,B,F,White,97,DC,<=50K
224215,40.0,H,0,United-States,Craft-repair,10,29,0,Priv,MCS,SC,M,White,92,AC,>50K
202373,40.0,OwnC,0,United-States,Craft-repair,11,21,0,Priv,NM,AV,M,Black,42,AC,<=50K
321990,48.0,H,7298,Cuba,Adm-clerical,10,30,0,FGov,MCS,SC,M,White,14638,AC,>50K
47353,,W,0,United-States,Other-service,6,25,0,Priv,MCS,10,F,White,57,DC,<=50K
121832,40.0,H,0,United-States,Sales,7,60,0,Priv,MCS,11,M,White,97,AC,>50K
37072,50.0,NotF,0,United-States,Sales,13,23,0,Priv,NM,B,M,White,32,AC,<=50K
187730,40.0,OwnC,0,United-States,Prof-specialty,13,45,0,Priv,NM,B,,White,57,AC,<=50K
226624,60.0,H,0,United-States,Craft-repair,5,31,0,SelfNotInc,MCS,9,M,White,97,AC,<=50K
158156,70.0,NotF,0,United-States,Prof-specialty,16,27,0,Priv,NM,D,F,White,72,DC,<=50K
79531,40.0,H,0,United-States,Craft-repair,11,44,0,Priv,MCS,AV,M,White,97,AC,>50K
211128,,NotF,0,United-States,Exec-managerial,14,43,0,Priv,D,M,F,White,2,DC,>50K
153148,84.0,NotF,0,United-States,Other-service,9,62,0,Priv,D,HSG,F,White,42,DC,<=50K
94080,40.0,H,0,United-States,Exec-managerial,12,40,0,Priv,MCS,AA,M,White,52,AC,>50K
197303,40.0,OwnC,0,United-States,Prof-specialty,13,25,0,Priv,NM,B,F,White,42,DC,<=50K
35032,60.0,H,0,United-States,Handlers-cleaners,10,29,0,Priv,MCS,SC,M,White,107,AC,<=50K
67320,40.0,NotF,0,United-States,Adm-clerical,9,60,0,FGov,NM,HSG,F,Black,62,DC,<=50K
255191,40.0,NotF,0,United-States,Other-service,9,38,0,SGov,NM,HSG,M,White,57,AC,<=50K
189098,,H,0,United-States,Other-service,9,60,0,SelfInc,MCS,HSG,M,White,42,AC,<=50K
139391,,NotF,0,United-States,Machine-op-inspct,10,60,0,Priv,MSA,SC,,White,82,AC,>50K
673764,40.0,NotF,27828,United-States,Prof-specialty,14,51,0,Priv,NM,M,M,White,55698,AC,>50K
193380,40.0,OwnC,0,United-States,Transport-moving,9,32,0,Priv,NM,HSG,M,White,57,AC,<=50K
153718,25.0,NotF,0,United-States,Other-service,10,21,0,Priv,NM,SC,,Asian-Pac-Islander,2,DC,<=50K
117963,38.0,OwnC,0,United-States,Adm-clerical,13,33,0,FGov,NM,B,M,White,87,AC,<=50K
320835,50.0,H,0,United-States,Sales,13,55,0,Priv,MCS,B,M,White,37,AC,>50K
91901,25.0,H,0,United-States,?,9,80,0,?,MCS,HSG,M,White,32,AC,<=50K
806316,20.0,OwnC,0,United-States,?,7,17,0,?,NM,11,F,White,77,DC,<=50K
199378,40.0,H,0,United-States,Protective-serv,9,49,0,LGov,MCS,HSG,,White,52,AC,<=50K
175183,40.0,NotF,0,United-States,Adm-clerical,10,23,0,Priv,NM,SC,,White,22,DC,<=50K
139127,40.0,NotF,0,United-States,Other-service,9,53,0,Priv,D,HSG,F,White,57,DC,<=50K
224520,90.0,H,0,United-States,Sales,9,62,0,SelfNotInc,MCS,HSG,M,White,42,AC,>50K
189528,50.0,H,0,United-States,Craft-repair,133,55,0,Priv,MCS,5-6,M,White,62,AC,<=50K
240504,40.0,H,0,United-States,Exec-managerial,12,40,0,LGov,MCS,AA,M,White,42,AC,>50K
192755,20.0,W,0,United-States,Machine-op-inspct,9,47,0,SelfNotInc,MCS,HSG,F,White,2,DC,>50K
214604,,H,0,United-States,Sales,13,36,0,Priv,MCS,B,M,White,72,AC,>50K
243425,50.0,Other,0,Peru,Other-service,9,37,0,Priv,D,HSG,F,White,77,DC,<=50K
454989,40.0,W,0,United-States,Exec-managerial,9,47,0,Priv,MCS,HSG,,White,82,DC,>50K
199609,40.0,OwnC,0,United-States,?,160,19,0,?,NM,SC,F,White,87,DC,<=50K
206129,40.0,NotM,0,United-States,Craft-repair,11,23,0,Priv,NM,AV,F,Black,17,DC,<=50K
71650,,OwnC,0,United-States,Farming-fishing,9,19,0,Priv,NM,HSG,,White,72,AC,<=50K
234460,40.0,OwnC,0,Dominican-Republic,Machine-op-inspct,4,23,0,Priv,NM,7-8,F,Black,27,DC,<=50K
198759,60.0,H,15024,United-States,Sales,12,49,0,Priv,MCS,AA,M,White,30145,AC,>50K
186172,,H,0,United-States,Exec-managerial,13,48,0,Priv,MCS,B,,White,62,AC,>50K
122026,50.0,NotF,0,United-States,Sales,11,47,0,Priv,D,AV,M,White,72,AC,<=50K
134566,20.0,H,0,United-States,Sales,14,29,0,Priv,MCS,M,M,White,62,AC,<=50K
110713,50.0,H,0,United-States,Sales,13,39,0,Priv,MCS,B,M,White,77,AC,>50K
169973,40.0,NotF,0,United-States,Protective-serv,11,33,0,Priv,S,AV,F,White,77,DC,<=50K
110622,20.0,OwnC,0,Vietnam,Sales,3,27,0,Priv,NM,5-6,F,Asian-Pac-Islander,47,DC,<=50K
220124,40.0,NotF,0,United-States,Craft-repair,9,47,0,Priv,NM,HSG,M,White,67,AC,<=50K
143003,60.0,H,7298,India,Other-service,11,41,0,Priv,MCS,AV,M,Asian-Pac-Islander,14658,AC,>50K
57781,50.0,NotM,0,United-States,Adm-clerical,9,31,0,Priv,D,HSG,F,White,42,DC,<=50K
33310,40.0,NotF,0,United-States,Adm-clerical,9,41,0,Priv,NM,HSG,F,White,42,DC,<=50K
261943,40.0,H,0,United-States,Exec-managerial,10,31,0,Priv,MCS,SC,M,White,97,AC,<=50K
144259,80.0,H,4386,?,Handlers-cleaners,13,29,0,Priv,MCS,B,M,Black,8804,AC,>50K
235109,40.0,W,0,United-States,Adm-clerical,13,32,0,LGov,MCS,B,F,White,57,DC,<=50K
33105,70.0,H,0,United-States,Prof-specialty,13,38,0,Priv,MCS,B,M,Amer-Indian-Eskimo,117,AC,>50K
184665,,NotF,0,United-States,Adm-clerical,9,23,0,Priv,NM,HSG,F,White,22,DC,<=50K
178140,45.0,H,0,United-States,Other-service,13,26,0,Priv,MCS,B,M,White,7,AC,>50K
139978,40.0,H,0,United-States,Machine-op-inspct,7,73,0,Priv,MCS,11,M,White,47,AC,<=50K
69333,50.0,H,0,United-States,Farming-fishing,13,42,0,SelfNotInc,MCS,B,M,White,32,AC,<=50K
193152,,NotF,0,United-States,Handlers-cleaners,9,29,1408,Priv,NM,HSG,M,White,52,AC,<=50K
246519,45.0,H,2105,United-States,Handlers-cleaners,6,51,0,Priv,MCS,10,M,White,4232,AC,<=50K
230246,42.0,H,0,United-States,Prof-specialty,13,34,0,Priv,MCS,B,M,White,77,AC,>50K
497253,40.0,H,0,United-States,Exec-managerial,13,58,0,FGov,MCS,B,,Black,57,AC,>50K
169652,55.0,OwnC,0,United-States,Adm-clerical,11,33,1669,LGov,NM,AV,M,White,72,AC,<=50K
204773,40.0,W,0,United-States,?,12,27,0,?,MCS,AA,F,White,47,DC,<=50K
45801,70.0,H,0,United-States,?,9,71,0,?,MCS,HSG,M,White,57,AC,<=50K
201617,40.0,NotM,0,United-States,Adm-clerical,9,38,0,FGov,NM,HSG,F,White,12,DC,<=50K
154373,25.0,W,0,United-States,?,9,24,0,?,MCS,HSG,F,White,87,DC,<=50K
229843,20.0,NotF,0,United-States,?,10,20,0,?,NM,SC,F,Black,42,DC,<=50K
149568,40.0,Other,0,United-States,Farming-fishing,5,30,0,Priv,NM,9,M,Black,82,AC,<=50K
205865,45.0,NotM,0,United-States,Sales,9,24,0,Priv,NM,HSG,M,White,92,AC,<=50K
72119,30.0,OwnC,2202,United-States,Adm-clerical,13,24,0,Priv,NM,B,M,White,4481,AC,<=50K
60288,40.0,OwnC,0,United-States,Adm-clerical,9,28,0,Priv,NM,HSG,F,White,92,DC,<=50K
200471,40.0,H,4064,United-States,Adm-clerical,11,47,0,Priv,MCS,AV,M,White,8170,AC,<=50K
218343,,OwnC,0,United-States,Sales,12,23,0,Priv,NM,AA,F,White,37,DC,<=50K
202994,16.0,OwnC,0,United-States,?,10,20,0,?,NM,SC,F,White,42,DC,<=50K
54377,40.0,NotF,0,United-States,Prof-specialty,14,54,0,LGov,D,M,F,White,32,DC,<=50K
331381,40.0,NotF,0,United-States,Adm-clerical,13,28,0,Priv,NM,B,M,White,92,AC,<=50K
194772,55.0,H,0,United-States,Transport-moving,10,45,0,Priv,MCS,SC,M,White,42,AC,<=50K
122076,43.0,H,7298,United-States,Transport-moving,10,38,0,Priv,MCS,SC,M,White,14618,AC,>50K
102583,44.0,H,0,United-States,Prof-specialty,10,49,1848,Priv,MCS,SC,M,White,2,AC,>50K
672412,40.0,NotF,0,United-States,?,7,31,0,?,S,11,M,Black,47,AC,<=50K
98010,40.0,OwnC,0,United-States,Adm-clerical,10,28,0,Priv,MSA,SC,F,White,62,DC,<=50K
168071,50.0,H,7298,United-States,Exec-managerial,13,41,0,Priv,MCS,B,M,White,14638,AC,>50K
75763,40.0,W,0,United-States,Sales,10,21,0,Priv,MCS,SC,,Amer-Indian-Eskimo,27,DC,<=50K
152940,40.0,H,0,United-States,Sales,10,32,0,Priv,MCS,SC,M,White,82,AC,>50K
108419,40.0,H,0,United-States,Craft-repair,10,39,0,Priv,MCS,SC,M,White,47,AC,<=50K
54440,30.0,OwnC,0,United-States,Other-service,10,18,0,Priv,NM,SC,M,White,87,AC,<=50K
55860,40.0,NotF,0,United-States,Adm-clerical,10,26,0,Priv,NM,SC,F,Black,42,DC,<=50K
143538,40.0,NotF,0,United-States,Machine-op-inspct,9,38,0,Priv,NM,HSG,F,White,77,DC,<=50K
104945,40.0,H,0,United-States,Other-service,4,56,0,Priv,MCS,7-8,M,Black,37,AC,<=50K
496743,40.0,OwnC,0,United-States,Prof-specialty,13,32,0,Priv,NM,B,M,White,52,AC,<=50K
105838,45.0,H,0,United-States,Exec-managerial,13,48,0,Priv,MCS,B,M,White,42,AC,>50K
380357,40.0,NotF,0,United-States,Exec-managerial,13,59,0,Priv,D,B,M,White,37,AC,<=50K
186611,40.0,NotF,0,United-States,?,9,62,0,?,NM,HSG,M,White,57,AC,<=50K
177951,48.0,H,0,United-States,Handlers-cleaners,9,26,0,Priv,MCS,HSG,M,White,7,AC,<=50K
361721,20.0,H,0,United-States,Transport-moving,11,65,0,Priv,MCS,AV,M,White,82,AC,<=50K
381153,60.0,NotM,0,United-States,Exec-managerial,10,31,0,Priv,NM,SC,M,White,57,AC,<=50K
304212,45.0,OwnC,0,United-States,Exec-managerial,10,31,0,SelfInc,NM,SC,M,White,77,AC,<=50K
